Time [sec]		Acceleration [g]	Velocity [mm/sec]	Displacement [mm]
13.91000  		0.04080         	-38.40831        	-13.59600        
13.91500  		0.04433         	-36.32052        	-13.78289        
13.92000  		0.04594         	-34.10665        	-13.95899        
13.92500  		0.04369         	-31.90844        	-14.12399        
13.93000  		0.03865         	-29.88902        	-14.27838        
13.93500  		0.03271         	-28.13879        	-14.42332        
13.94000  		0.02723         	-26.66864        	-14.56023        
13.94500  		0.02338         	-25.42738        	-14.69039        
13.95000  		0.02067         	-24.34708        	-14.81477        
13.95500  		0.01769         	-23.40633        	-14.93410        
13.96000  		0.01417         	-22.62509        	-15.04910        
13.96500  		0.01181         	-21.98812        	-15.16059        
13.97000  		0.01163         	-21.41336        	-15.26909        
13.97500  		0.01243         	-20.82326        	-15.37470        
13.98000  		0.01234         	-20.21570        	-15.47729        
13.98500  		0.01221         	-19.61363        	-15.57686        
13.99000  		0.01493         	-18.94818        	-15.67332        
13.99500  		0.01956         	-18.10237        	-15.76604        
14.00000  		0.02373         	-17.04060        	-15.85399        
14.00500  		0.02712         	-15.79360        	-15.93614        
14.01000  		0.02870         	-14.42462        	-16.01172        
14.01500  		0.02953         	-12.99637        	-16.08029        
14.02000  		0.03046         	-11.52503        	-16.14161        
14.02500  		0.02940         	-10.05682        	-16.19554        
14.03000  		0.02739         	-8.66387         	-16.24230        
14.03500  		0.02655         	-7.34087         	-16.28230        
14.04000  		0.02594         	-6.05361         	-16.31577        
14.04500  		0.02462         	-4.81383         	-16.34291        
14.05000  		0.02475         	-3.60303         	-16.36396        
14.05500  		0.02622         	-2.35298         	-16.37888        
14.06000  		0.02591         	-1.07451         	-16.38744        
14.06500  		0.02574         	0.19225          	-16.38964        
14.07000  		0.02740         	1.49536          	-16.38546        
14.07500  		0.02815         	2.85751          	-16.37459        
14.08000  		0.02760         	4.22477          	-16.35687        
14.08500  		0.02676         	5.55804          	-16.33240        
14.09000  		0.02560         	6.84217          	-16.30138        
14.09500  		0.02494         	8.08174          	-16.26405        
14.10000  		0.02466         	9.29835          	-16.22060        
14.10500  		0.02367         	10.48369         	-16.17112        
14.11000  		0.02287         	11.62510         	-16.11583        
14.11500  		0.02337         	12.75907         	-16.05488        
14.12000  		0.02390         	13.91829         	-15.98820        
14.12500  		0.02434         	15.10143         	-15.91566        
14.13000  		0.02517         	16.31565         	-15.83713        
14.13500  		0.02490         	17.54363         	-15.75248        
14.14000  		0.02401         	18.74328         	-15.66174        
14.14500  		0.02361         	19.91134         	-15.56510        
14.15000  		0.02223         	21.03569         	-15.46270        
14.15500  		0.01980         	22.06639         	-15.35490        
14.16000  		0.01828         	23.00026         	-15.24220        
14.16500  		0.01812         	23.89300         	-15.12497        
14.17000  		0.01757         	24.76821         	-15.00330        
14.17500  		0.01603         	25.59229         	-14.87737        
14.18000  		0.01454         	26.34211         	-14.74750        
14.18500  		0.01314         	27.02098         	-14.61407        
14.19000  		0.01202         	27.63810         	-14.47739        
14.19500  		0.01135         	28.21125         	-14.33776        
14.20000  		0.01055         	28.74832         	-14.19534        
14.20500  		0.00869         	29.22023         	-14.05038        
14.21000  		0.00615         	29.58431         	-13.90332        
14.21500  		0.00519         	29.86243         	-13.75468        
14.22000  		0.00500         	30.11235         	-13.60474        
14.22500  		0.00297         	30.30799         	-13.45365        
14.23000  		0.00013         	30.38404         	-13.30186        
14.23500  		-0.00164        	30.34687         	-13.15000        
14.24000  		-0.00289        	30.23564         	-12.99852        
14.24500  		-0.00454        	30.05348         	-12.84776        
14.25000  		-0.00598        	29.79551         	-12.69811        
14.25500  		-0.00723        	29.47137         	-12.54992        
14.26000  		-0.00961        	29.05827         	-12.40354        
14.26500  		-0.01204        	28.52741         	-12.25953        
14.27000  		-0.01414        	27.88547         	-12.11845        
14.27500  		-0.01776        	27.10316         	-11.98091        
14.28000  		-0.02269        	26.11106         	-11.84777        
14.28500  		-0.02738        	24.88296         	-11.72019        
14.29000  		-0.03093        	23.45291         	-11.59928        
14.29500  		-0.03398        	21.86119         	-11.48593        
14.30000  		-0.03643        	20.13453         	-11.38089        
14.30500  		-0.03706        	18.33222         	-11.28471        
14.31000  		-0.03700        	16.51581         	-11.19759        
14.31500  		-0.03761        	14.68578         	-11.11958        
14.32000  		-0.03704        	12.85476         	-11.05074        
14.32500  		-0.03409        	11.11014         	-10.99089        
14.33000  		-0.03085        	9.51742          	-10.93938        
14.33500  		-0.02847        	8.06265          	-10.89548        
14.34000  		-0.02681        	6.70691          	-10.85859        
14.34500  		-0.02631        	5.40404          	-10.82832        
14.35000  		-0.02581        	4.12582          	-10.80451        
14.35500  		-0.02344        	2.91794          	-10.78695        
14.36000  		-0.01949        	1.86510          	-10.77507        
14.36500  		-0.01619        	0.99018          	-10.76800        
14.37000  		-0.01488        	0.22813          	-10.76498        
14.37500  		-0.01278        	-0.45033         	-10.76558        
14.38000  		-0.00847        	-0.97139         	-10.76922        
14.38500  		-0.00604        	-1.32704         	-10.77502        
14.39000  		-0.00643        	-1.63283         	-10.78241        
14.39500  		-0.00539        	-1.92276         	-10.79132        
14.40000  		-0.00186        	-2.10055         	-10.80145        
14.40500  		0.00166         	-2.10553         	-10.81204        
14.41000  		0.00496         	-1.94326         	-10.82223        
14.41500  		0.00820         	-1.62055         	-10.83120        
14.42000  		0.01035         	-1.16569         	-10.83821        
14.42500  		0.01296         	-0.59399         	-10.84267        
14.43000  		0.01609         	0.11859          	-10.84392        
14.43500  		0.01686         	0.92678          	-10.84132        
14.44000  		0.01595         	1.73149          	-10.83466        
14.44500  		0.01528         	2.49736          	-10.82407        
14.45000  		0.01422         	3.22071          	-10.80975        
14.45500  		0.01282         	3.88383          	-10.79196        
14.46000  		0.01183         	4.48852          	-10.77101        
14.46500  		0.01048         	5.03567          	-10.74717        
14.47000  		0.00986         	5.53434          	-10.72074        
14.47500  		0.01106         	6.04729          	-10.69181        
14.48000  		0.01217         	6.61685          	-10.66017        
14.48500  		0.01311         	7.23664          	-10.62555        
14.49000  		0.01600         	7.95056          	-10.58765        
14.49500  		0.02152         	8.87074          	-10.54570        
14.50000  		0.02662         	10.05119         	-10.49850        
14.50500  		0.02969         	11.43220         	-10.44486        
14.51000  		0.03312         	12.97270         	-10.38392        
14.51500  		0.03796         	14.71578         	-10.31479        
14.52000  		0.04289         	16.69848         	-10.23636        
14.52500  		0.04601         	18.87876         	-10.14748        
14.53000  		0.04731         	21.16736         	-10.04739        
14.53500  		0.04813         	23.50798         	-9.93572         
14.54000  		0.04934         	25.89861         	-9.81223         
14.54500  		0.05002         	28.33561         	-9.67666         
14.55000  		0.04942         	30.77445         	-9.52887         
14.55500  		0.04909         	33.19043         	-9.36895         
14.56000  		0.04908         	35.59822         	-9.19698         
14.56500  		0.04802         	37.97965         	-9.01301         
14.57000  		0.04628         	40.29220         	-8.81730         
14.57500  		0.04516         	42.53471         	-8.61021         
14.58000  		0.04512         	44.74895         	-8.39200         
14.58500  		0.04452         	46.94741         	-8.16274         
14.59000  		0.04221         	49.07446         	-7.92264         
14.59500  		0.03925         	51.07227         	-7.67221         
14.60000  		0.03532         	52.90100         	-7.41220         
14.60500  		0.02990         	54.50044         	-7.14359         
14.61000  		0.02448         	55.83411         	-6.86764         
14.61500  		0.01876         	56.89448         	-6.58570         
14.62000  		0.01273         	57.66677         	-6.29917         
14.62500  		0.00906         	58.20128         	-6.00943         
14.63000  		0.00690         	58.59266         	-5.71740         
14.63500  		0.00459         	58.87441         	-5.42369         
14.64000  		0.00258         	59.05026         	-5.12883         
14.64500  		-0.00100        	59.08913         	-4.83341         
14.65000  		-0.00597        	58.91822         	-4.53829         
14.65500  		-0.00782        	58.57991         	-4.24451         
14.66000  		-0.00701        	58.21614         	-3.95253         
14.66500  		-0.00878        	57.82894         	-3.66239         
14.67000  		-0.01196        	57.32029         	-3.37445         
14.67500  		-0.01313        	56.70486         	-3.08936         
14.68000  		-0.01461        	56.02446         	-2.80751         
14.68500  		-0.01791        	55.22675         	-2.52931         
14.69000  		-0.02056        	54.28318         	-2.25548         
14.69500  		-0.02194        	53.24087         	-1.98664         
14.70000  		-0.02363        	52.12317         	-1.72320         
14.70500  		-0.02423        	50.94935         	-1.46551         
14.71000  		-0.02196        	49.81668         	-1.21364         
14.71500  		-0.01898        	48.81261         	-0.96712         
14.72000  		-0.01680        	47.93509         	-0.72530         
14.72500  		-0.01360        	47.18965         	-0.48755         
14.73000  		-0.00891        	46.63763         	-0.25308         
14.73500  		-0.00512        	46.29347         	-0.02083         
14.74000  		-0.00227        	46.11215         	0.21012          
14.74500  		0.00121         	46.08613         	0.44055          
14.75000  		0.00355         	46.20276         	0.67122          
14.75500  		0.00406         	46.38932         	0.90269          
14.76000  		0.00446         	46.59826         	1.13515          
14.76500  		0.00336         	46.79005         	1.36865          
14.77000  		-0.00020        	46.86761         	1.60286          
14.77500  		-0.00506        	46.73870         	1.83698          
14.78000  		-0.01161        	46.32984         	2.06978          
14.78500  		-0.01857        	45.58964         	2.29973          
14.79000  		-0.02373        	44.55221         	2.52519          
14.79500  		-0.02880        	43.26379         	2.74483          
14.80000  		-0.03537        	41.69012         	2.95735          
14.80500  		-0.04080        	39.82206         	3.16124          
14.81000  		-0.04225        	37.78525         	3.35529          
14.81500  		-0.04196        	35.72005         	3.53905          
14.82000  		-0.04289        	33.63906         	3.71246          
14.82500  		-0.04465        	31.49205         	3.87533          
14.83000  		-0.04562        	29.27808         	4.02727          
14.83500  		-0.04448        	27.06848         	4.16811          
14.84000  		-0.04357        	24.90919         	4.29804          
14.84500  		-0.04453        	22.74848         	4.41720          
14.85000  		-0.04548        	20.54087         	4.52545          
14.85500  		-0.04450        	18.33404         	4.62261          
14.86000  		-0.04157        	16.22315         	4.70895          
14.86500  		-0.03913        	14.24407         	4.78506          
14.87000  		-0.03743        	12.36648         	4.85156          
14.87500  		-0.03450        	10.60227         	4.90892          
14.88000  		-0.03058        	9.00612          	4.95786          
14.88500  		-0.02785        	7.57323          	4.99925          
14.89000  		-0.02721        	6.22305          	5.03373          
14.89500  		-0.02673        	4.90016          	5.06153          
14.90000  		-0.02420        	3.65098          	5.08285          
14.90500  		-0.01988        	2.56993          	5.09832          
14.91000  		-0.01530        	1.70729          	5.10892          
14.91500  		-0.01227        	1.03110          	5.11570          
14.92000  		-0.00978        	0.49019          	5.11945          
14.92500  		-0.00564        	0.11192          	5.12087          
14.93000  		-0.00210        	-0.07792         	5.12089          
14.93500  		-0.00001        	-0.12963         	5.12033          
14.94000  		0.00374         	-0.03814         	5.11983          
14.94500  		0.00916         	0.27825          	5.12032          
14.95000  		0.01294         	0.82026          	5.12299          
14.95500  		0.01427         	1.48753          	5.12873          
14.96000  		0.01502         	2.20583          	5.13795          
14.96500  		0.01599         	2.96629          	5.15086          
14.97000  		0.01599         	3.75044          	5.16765          
14.97500  		0.01433         	4.49394          	5.18830          
14.98000  		0.01251         	5.15217          	5.21245          
14.98500  		0.01182         	5.74896          	5.23971          
14.99000  		0.01058         	6.29850          	5.26986          
14.99500  		0.00728         	6.73658          	5.30251          
15.00000  		0.00410         	7.01556          	5.33696          
15.00500  		0.00383         	7.21001          	5.37253          
15.01000  		0.00607         	7.45293          	5.40914          
15.01500  		0.00799         	7.79778          	5.44723          
15.02000  		0.00836         	8.19869          	5.48721          
15.02500  		0.00943         	8.63498          	5.52927          
15.03000  		0.01117         	9.14011          	5.57368          
15.03500  		0.01099         	9.68358          	5.62074          
15.04000  		0.00996         	10.19737         	5.67046          
15.04500  		0.00959         	10.67676         	5.72266          
15.05000  		0.00896         	11.13167         	5.77719          
15.05500  		0.00850         	11.55975         	5.83393          
15.06000  		0.00821         	11.96951         	5.89276          
15.06500  		0.00786         	12.36369         	5.95360          
15.07000  		0.00858         	12.76691         	6.01641          
15.07500  		0.00859         	13.18795         	6.08129          
15.08000  		0.00784         	13.59094         	6.14826          
15.08500  		0.00993         	14.02691         	6.21726          
15.09000  		0.01390         	14.61133         	6.28877          
15.09500  		0.01546         	15.33129         	6.36360          
15.10000  		0.01324         	16.03520         	6.44206          
15.10500  		0.00890         	16.57815         	6.52368          
15.11000  		0.00471         	16.91170         	6.60749          
15.11500  		0.00241         	17.08626         	6.69253          
15.12000  		0.00038         	17.15482         	6.77818          
15.12500  		-0.00273        	17.09730         	6.86387          
15.13000  		-0.00362        	16.94149         	6.94899          
15.13500  		-0.00205        	16.80221         	7.03331          
15.14000  		-0.00210        	16.70024         	7.11707          
15.14500  		-0.00485        	16.52980         	7.20020          
15.15000  		-0.00844        	16.20382         	7.28211          
15.15500  		-0.01114        	15.72355         	7.36198          
15.16000  		-0.01307        	15.12993         	7.43916          
15.16500  		-0.01538        	14.43238         	7.51311          
15.17000  		-0.01749        	13.62634         	7.58330          
15.17500  		-0.01856        	12.74217         	7.64924          
15.18000  		-0.01878        	11.82626         	7.71067          
15.18500  		-0.01907        	10.89797         	7.76749          
15.19000  		-0.01931        	9.95679          	7.81963          
15.19500  		-0.01839        	9.03223          	7.86708          
15.20000  		-0.01731        	8.15676          	7.91003          
15.20500  		-0.01684        	7.31934          	7.94871          
15.21000  		-0.01683        	6.49358          	7.98324          
15.21500  		-0.01699        	5.66412          	8.01364          
15.22000  		-0.01706        	4.82903          	8.03988          
15.22500  		-0.01812        	3.96625          	8.06189          
15.23000  		-0.02037        	3.02241          	8.07940          
15.23500  		-0.02186        	1.98671          	8.09196          
15.24000  		-0.02228        	0.90410          	8.09919          
15.24500  		-0.02461        	-0.24600         	8.10089          
15.25000  		-0.02753        	-1.52473         	8.09652          
15.25500  		-0.02839        	-2.89613         	8.08548          
15.26000  		-0.02998        	-4.32785         	8.06746          
15.26500  		-0.03262        	-5.86323         	8.04203          
15.27000  		-0.03273        	-7.46593         	8.00871          
15.27500  		-0.03155        	-9.04248         	7.96742          
15.28000  		-0.03262        	-10.61624        	7.91829          
15.28500  		-0.03330        	-12.23273        	7.86118          
15.29000  		-0.03088        	-13.80664        	7.79604          
15.29500  		-0.02734        	-15.23445        	7.72336          
15.30000  		-0.02512        	-16.52095        	7.64393          
15.30500  		-0.02377        	-17.71997        	7.55830          
15.31000  		-0.02140        	-18.82781        	7.46688          
15.31500  		-0.01806        	-19.79557        	7.37025          
15.32000  		-0.01463        	-20.59718        	7.26920          
15.32500  		-0.01123        	-21.23139        	7.16456          
15.33000  		-0.00836        	-21.71188        	7.05714          
15.33500  		-0.00606        	-22.06542        	6.94765          
15.34000  		-0.00260        	-22.27782        	6.83672          
15.34500  		0.00103         	-22.31640        	6.72516          
15.35000  		0.00217         	-22.23793        	6.61375          
15.35500  		0.00181         	-22.14043        	6.50282          
15.36000  		0.00181         	-22.05173        	6.39234          
15.36500  		0.00215         	-21.95466        	6.28231          
15.37000  		0.00204         	-21.85183        	6.17280          
15.37500  		0.00137         	-21.76802        	6.06376          
15.38000  		-0.00063        	-21.74992        	5.95501          
15.38500  		-0.00474        	-21.88178        	5.84601          
15.39000  		-0.00824        	-22.20025        	5.73588          
15.39500  		-0.00885        	-22.61946        	5.62384          
15.40000  		-0.00946        	-23.06851        	5.50964          
15.40500  		-0.01129        	-23.57744        	5.39306          
15.41000  		-0.01020        	-24.10438        	5.27383          
15.41500  		-0.00611        	-24.50429        	5.15223          
15.42000  		-0.00311        	-24.73039        	5.02908          
15.42500  		-0.00082        	-24.82670        	4.90514          
15.43000  		0.00278         	-24.77861        	4.78105          
15.43500  		0.00604         	-24.56234        	4.65763          
15.44000  		0.00736         	-24.23369        	4.53562          
15.44500  		0.00828         	-23.85012        	4.41539          
15.45000  		0.01026         	-23.39549        	4.29723          
15.45500  		0.01251         	-22.83703        	4.18161          
15.46000  		0.01511         	-22.15952        	4.06906          
15.46500  		0.01777         	-21.35293        	3.96023          
15.47000  		0.02084         	-20.40596        	3.85577          
15.47500  		0.02439         	-19.29674        	3.75644          
15.48000  		0.02565         	-18.06942        	3.66299          
15.48500  		0.02554         	-16.81395        	3.57579          
15.49000  		0.02631         	-15.54228        	3.49488          
15.49500  		0.02692         	-14.23663        	3.42042          
15.50000  		0.02660         	-12.92395        	3.35253          
15.50500  		0.02586         	-11.63720        	3.29114          
15.51000  		0.02455         	-10.40074        	3.23607          
15.51500  		0.02347         	-9.22301         	3.18703          
15.52000  		0.02405         	-8.05770         	3.14382          
15.52500  		0.02530         	-6.84757         	3.10653          
15.53000  		0.02441         	-5.62855         	3.07536          
15.53500  		0.02234         	-4.48215         	3.05013          
15.54000  		0.02290         	-3.37270         	3.03048          
15.54500  		0.02552         	-2.18526         	3.01653          
15.55000  		0.02698         	-0.89771         	3.00879          
15.55500  		0.02738         	0.43546          	3.00763          
15.56000  		0.02820         	1.79853          	3.01320          
15.56500  		0.02871         	3.19421          	3.02567          
15.57000  		0.02777         	4.57919          	3.04512          
15.57500  		0.02610         	5.90022          	3.07135          
15.58000  		0.02490         	7.15102          	3.10401          
15.58500  		0.02252         	8.31400          	3.14272          
15.59000  		0.01859         	9.32218          	3.18689          
15.59500  		0.01593         	10.16886         	3.23567          
15.60000  		0.01488         	10.92449         	3.28842          
15.60500  		0.01347         	11.61985         	3.34481          
15.61000  		0.01048         	12.20742         	3.40444          
15.61500  		0.00699         	12.63606         	3.46662          
15.62000  		0.00446         	12.91706         	3.53056          
15.62500  		0.00195         	13.07431         	3.59559          
15.63000  		-0.00028        	13.11525         	3.66111          
15.63500  		-0.00168        	13.06714         	3.72659          
15.64000  		-0.00490        	12.90559         	3.79159          
15.64500  		-0.00960        	12.54992         	3.85532          
15.65000  		-0.01219        	12.01567         	3.91679          
15.65500  		-0.01376        	11.37945         	3.97531          
15.66000  		-0.01666        	10.63348         	4.03040          
15.66500  		-0.01959        	9.74442          	4.08141          
15.67000  		-0.02223        	8.71886          	4.12762          
15.67500  		-0.02389        	7.58789          	4.16842          
15.68000  		-0.02431        	6.40579          	4.20341          
15.68500  		-0.02522        	5.19110          	4.23242          
15.69000  		-0.02567        	3.94312          	4.25527          
15.69500  		-0.02504        	2.69948          	4.27186          
15.70000  		-0.02429        	1.48968          	4.28232          
15.70500  		-0.02305        	0.32866          	4.28684          
15.71000  		-0.02156        	-0.76533         	4.28572          
15.71500  		-0.02057        	-1.79840         	4.27929          
15.72000  		-0.01999        	-2.79314         	4.26780          
15.72500  		-0.01978        	-3.76862         	4.25139          
15.73000  		-0.01985        	-4.74049         	4.23012          
15.73500  		-0.02062        	-5.73283         	4.20395          
15.74000  		-0.02205        	-6.77910         	4.17270          
15.74500  		-0.02264        	-7.87496         	4.13608          
15.75000  		-0.02281        	-8.98956         	4.09392          
15.75500  		-0.02414        	-10.14091        	4.04612          
15.76000  		-0.02529        	-11.35314        	3.99241          
15.76500  		-0.02486        	-12.58306        	3.93256          
15.77000  		-0.02401        	-13.78159        	3.86663          
15.77500  		-0.02369        	-14.95151        	3.79479          
15.78000  		-0.02369        	-16.11356        	3.71713          
15.78500  		-0.02353        	-17.27156        	3.63366          
15.79000  		-0.02239        	-18.39763        	3.54446          
15.79500  		-0.02053        	-19.45024        	3.44981          
15.80000  		-0.01908        	-20.42171        	3.35010          
15.80500  		-0.01750        	-21.31878        	3.24571          
15.81000  		-0.01494        	-22.11439        	3.13708          
15.81500  		-0.01248        	-22.78710        	3.02478          
15.82000  		-0.01152        	-23.37594        	2.90935          
15.82500  		-0.01058        	-23.91818        	2.79109          
15.83000  		-0.00638        	-24.33416        	2.67038          
15.83500  		-0.00097        	-24.51436        	2.54814          
15.84000  		0.00216         	-24.48522        	2.42558          
15.84500  		0.00464         	-24.31844        	2.30352          
15.85000  		0.00782         	-24.01292        	2.18263          
15.85500  		0.01140         	-23.54157        	2.06367          
15.86000  		0.01557         	-22.87999        	1.94753          
15.86500  		0.01913         	-22.02881        	1.83519          
15.87000  		0.02122         	-21.03917        	1.72747          
15.87500  		0.02336         	-19.94588        	1.62497          
15.88000  		0.02592         	-18.73719        	1.52821          
15.88500  		0.02758         	-17.42497        	1.43777          
15.89000  		0.02820         	-16.05703        	1.35405          
15.89500  		0.02949         	-14.64230        	1.27727          
15.90000  		0.03181         	-13.13907        	1.20777          
15.90500  		0.03317         	-11.54554        	1.14603          
15.91000  		0.03369         	-9.90589         	1.09240          
15.91500  		0.03458         	-8.23164         	1.04703          
15.92000  		0.03419         	-6.54512         	1.01010          
15.92500  		0.03141         	-4.93649         	0.98145          
15.93000  		0.02859         	-3.46522         	0.96051          
15.93500  		0.02721         	-2.09673         	0.94663          
15.94000  		0.02618         	-0.78730         	0.93944          
15.94500  		0.02480         	0.46293          	0.93866          
15.95000  		0.02377         	1.65413          	0.94397          
15.95500  		0.02328         	2.80791          	0.95514          
15.96000  		0.02213         	3.92147          	0.97198          
15.96500  		0.02081         	4.97467          	0.99425          
15.97000  		0.02114         	6.00349          	1.02169          
15.97500  		0.02162         	7.05200          	1.05432          
15.98000  		0.02083         	8.09310          	1.09220          
15.98500  		0.01985         	9.09078          	1.13518          
15.99000  		0.01954         	10.05675         	1.18305          
15.99500  		0.01966         	11.01823         	1.23574          
16.00000  		0.01871         	11.95928         	1.29320          
16.00500  		0.01681         	12.83043         	1.35521          
16.01000  		0.01633         	13.64338         	1.42141          
16.01500  		0.01689         	14.45826         	1.49165          
16.02000  		0.01554         	15.25371         	1.56596          
16.02500  		0.01354         	15.96690         	1.64405          
16.03000  		0.01298         	16.61716         	1.72552          
16.03500  		0.01244         	17.24058         	1.81018          
16.04000  		0.01187         	17.83682         	1.89788          
16.04500  		0.01144         	18.40831         	1.98850          
16.05000  		0.01070         	18.95128         	2.08192          
16.05500  		0.00994         	19.45767         	2.17796          
16.06000  		0.00934         	19.93048         	2.27644          
16.06500  		0.00854         	20.36881         	2.37720          
16.07000  		0.00675         	20.74385         	2.48002          
16.07500  		0.00456         	21.02133         	2.58448          
16.08000  		0.00200         	21.18215         	2.69004          
16.08500  		-0.00190        	21.18445         	2.79604          
16.09000  		-0.00638        	20.98138         	2.90154          
16.09500  		-0.01057        	20.56591         	3.00550          
16.10000  		-0.01402        	19.96302         	3.10689          
16.10500  		-0.01668        	19.21021         	3.20488          
16.11000  		-0.01899        	18.33544         	3.29879          
16.11500  		-0.02069        	17.36223         	3.38807          
16.12000  		-0.02135        	16.33109         	3.47231          
16.12500  		-0.02088        	15.29542         	3.55137          
16.13000  		-0.02080        	14.27340         	3.62529          
16.13500  		-0.02240        	13.21402         	3.69404          
16.14000  		-0.02354        	12.08744         	3.75732          
16.14500  		-0.02250        	10.95832         	3.81491          
16.15000  		-0.02145        	9.88026          	3.86699          
16.15500  		-0.02183        	8.81875          	3.91374          
16.16000  		-0.02255        	7.73040          	3.95513          
16.16500  		-0.02318        	6.60886          	3.99099          
16.17000  		-0.02392        	5.45372          	4.02116          
16.17500  		-0.02472        	4.26080          	4.04546          
16.18000  		-0.02555        	3.02788          	4.06370          
16.18500  		-0.02691        	1.74141          	4.07565          
16.19000  		-0.02921        	0.36508          	4.08097          
16.19500  		-0.03065        	-1.10313         	4.07915          
16.20000  		-0.02988        	-2.58770         	4.06991          
16.20500  		-0.02887        	-4.02850         	4.05335          
16.21000  		-0.02894        	-5.44623         	4.02966          
16.21500  		-0.02873        	-6.86060         	3.99889          
16.22000  		-0.02789        	-8.24928         	3.96110          
16.22500  		-0.02657        	-9.58502         	3.91649          
16.23000  		-0.02461        	-10.84016        	3.86538          
16.23500  		-0.02256        	-11.99700        	3.80825          
16.24000  		-0.02015        	-13.04446        	3.74560          
16.24500  		-0.01768        	-13.97208        	3.67800          
16.25000  		-0.01591        	-14.79585        	3.60605          
16.25500  		-0.01436        	-15.53831        	3.53018          
16.26000  		-0.01299        	-16.20920        	3.45078          
16.26500  		-0.01182        	-16.81787        	3.36819          
16.27000  		-0.01043        	-17.36376        	3.28271          
16.27500  		-0.00868        	-17.83246        	3.19468          
16.28000  		-0.00615        	-18.19605        	3.10456          
16.28500  		-0.00324        	-18.42620        	3.01295          
16.29000  		-0.00085        	-18.52638        	2.92052          
16.29500  		0.00154         	-18.50939        	2.82788          
16.30000  		0.00399         	-18.37365        	2.73562          
16.30500  		0.00615         	-18.12499        	2.64433          
16.31000  		0.00849         	-17.76595        	2.55455          
16.31500  		0.00957         	-17.32296        	2.46681          
16.32000  		0.00877         	-16.87313        	2.38134          
16.32500  		0.00837         	-16.45271        	2.29803          
16.33000  		0.00886         	-16.03026        	2.21681          
16.33500  		0.00880         	-15.59724        	2.13774          
16.34000  		0.00723         	-15.20410        	2.06077          
16.34500  		0.00513         	-14.90106        	1.98555          
16.35000  		0.00456         	-14.66345        	1.91165          
16.35500  		0.00525         	-14.42278        	1.83892          
16.36000  		0.00542         	-14.16112        	1.76746          
16.36500  		0.00485         	-13.90943        	1.69730          
16.37000  		0.00466         	-13.67629        	1.62833          
16.37500  		0.00607         	-13.41318        	1.56058          
16.38000  		0.00875         	-13.04984        	1.49437          
16.38500  		0.01101         	-12.56517        	1.43029          
16.39000  		0.01223         	-11.99498        	1.36886          
16.39500  		0.01282         	-11.38047        	1.31041          
16.40000  		0.01279         	-10.75232        	1.25508          
16.40500  		0.01245         	-10.13324        	1.20287          
16.41000  		0.01243         	-9.52292         	1.15373          
16.41500  		0.01227         	-8.91718         	1.10764          
16.42000  		0.01200         	-8.32215         	1.06454          
16.42500  		0.01271         	-7.71637         	1.02443          
16.43000  		0.01448         	-7.04967         	0.98748          
16.43500  		0.01646         	-6.29096         	0.95409          
16.44000  		0.01724         	-5.46443         	0.92468          
16.44500  		0.01717         	-4.62035         	0.89947          
16.45000  		0.01874         	-3.73971         	0.87854          
16.45500  		0.02099         	-2.76536         	0.86223          
16.46000  		0.02053         	-1.74690         	0.85096          
16.46500  		0.01821         	-0.79661         	0.84465          
16.47000  		0.01715         	0.07079          	0.84286          
16.47500  		0.01687         	0.90522          	0.84530          
16.48000  		0.01466         	1.67841          	0.85181          
16.48500  		0.01077         	2.30204          	0.86184          
16.49000  		0.00760         	2.75262          	0.87454          
16.49500  		0.00558         	3.07580          	0.88915          
16.50000  		0.00382         	3.30627          	0.90514          
16.50500  		0.00184         	3.44506          	0.92206          
16.51000  		-0.00066        	3.47391          	0.93941          
16.51500  		-0.00280        	3.38908          	0.95661          
16.52000  		-0.00311        	3.24428          	0.97320          
16.52500  		-0.00261        	3.10414          	0.98906          
16.53000  		-0.00345        	2.95565          	1.00423          
16.53500  		-0.00502        	2.74805          	1.01852          
16.54000  		-0.00584        	2.48178          	1.03161          
16.54500  		-0.00585        	2.19510          	1.04330          
16.55000  		-0.00579        	1.90977          	1.05356          
16.55500  		-0.00691        	1.59833          	1.06236          
16.56000  		-0.00848        	1.22075          	1.06944          
16.56500  		-0.00885        	0.79579          	1.07449          
16.57000  		-0.00870        	0.36556          	1.07739          
16.57500  		-0.00958        	-0.08266         	1.07811          
16.58000  		-0.01194        	-0.61032         	1.07643          
16.58500  		-0.01415        	-1.24998         	1.07182          
16.59000  		-0.01458        	-1.95450         	1.06382          
16.59500  		-0.01408        	-2.65736         	1.05228          
16.60000  		-0.01389        	-3.34316         	1.03727          
16.60500  		-0.01464        	-4.04272         	1.01882          
16.61000  		-0.01567        	-4.78604         	0.99677          
16.61500  		-0.01516        	-5.54211         	0.97094          
16.62000  		-0.01398        	-6.25675         	0.94142          
16.62500  		-0.01434        	-6.95142         	0.90841          
16.63000  		-0.01519        	-7.67564         	0.87186          
16.63500  		-0.01474        	-8.40954         	0.83164          
16.64000  		-0.01342        	-9.10010         	0.78784          
16.64500  		-0.01252        	-9.73632         	0.74073          
16.65000  		-0.01178        	-10.33227        	0.69054          
16.65500  		-0.01000        	-10.86632        	0.63751          
16.66000  		-0.00855        	-11.32117        	0.58201          
16.66500  		-0.00817        	-11.73113        	0.52437          
16.67000  		-0.00656        	-12.09228        	0.46478          
16.67500  		-0.00459        	-12.36568        	0.40359          
